ID_COTA;CODIGO_GRUPO;CODIGO_COTA;VERSAO;NUMERO_CONTRATO;CODIGO_PLANO_VENDA;NOME_PLANO_VENDA;SEGMENTO;VL_BEM_ADESAO;VL_BEM_ATUAL;CODIGO_BEM;DESCRICAO_BEM;DT_VENDA;DT_ADESAO;DT_CADASTRO;DT_PAGTO_PRIMEIRA_PARCELA;UF_CLIENTE;SITUACAO_GRUPO;DATA_CANCELAMENTO;CODIGO_REPRESENTANTE;CGC_CPF_REPRESENTANTE;Representante;CODIGO_EQUIPE;Equipe;CODIGO_FILIAL_VENDA;Filial;QTD_Parcela_Paga;COBRANCA_QT_PC_ATRASO;COBRANCA_QT_DIAS_ATRASO;COBRANCA_VALOR_COBRANCA;COBRANCA_VALOR_FUNDO_COMUM;COBRANCA_VALOR_TAXA_ADM;COBRANCA_VALOR_FUNDO_RESERVA;COBRANCA_VALOR_SEGURO_VIDA;COBRANCA_VALOR_MULTA;COBRANCA_DATA_SITUACAO;COBRANCA_CODIGO_SITUACAO;CONTEMPLACAO_DATA_CONTEMPLACAO;CONTEMPLACAO_PERCENTUAL_LANCE;CONTEMPLACAO_PARCELAS_LANCE;CONTEMPLACAO_MODALIDADE;CONTEMPLACAO_DESCRICAO_MODALIDADE;CONTEMPLACAO_LANCE_QUITACAO;CONTEMPLACAO_VALOR_LANCE;CONTEMPLACAO_VALOR_CREDITO;MOTIVO_CANCELAMENTO;DT_MTVO_CANCE;VALOR_FUNDO_COMUM_PAGO;VALOR_FUNDO_RESERVA_PAGO;VALOR_JUROS_PAGO;VALOR_TAXA_ADMINISTRACAO_PAGO;VALOR_SEGURO_PAGO;PERCENTUAL_TAXA_ADMINISTRACAO_TOTAL;PERCENTUAL_FUNDO_RESERVA_TOTAL;TIPO_REP;DT_CONTABILIZACAO_PARC1;Prazo_Cota
436795;312;157;1;22089069;944;TAB 1 MOTO - WL;MOTOCICLETAS;25000;25000;9079;CARTA DE CRÉDITO - MOTO 25;16/05/2025;16/05/2025;16/05/2025;19/05/2025;PE;ANDAMENTO;30/09/2025;003094;01003229000142;INFINITE CORRETORA DE CREDITO LTDA;3094;INFINITE CREDITO - GFT;18;SANDRO;1;0;0;403,35;33,4;343,1;6;20,85;0;30/09/2025 00:00;E00;;;;;;;;;PARCELAS EM ATRASO;30/09/2025 00:00;33,4;6;0;343,13;20,85;25;2;GFT FILIAL-REPRESENTANTE;20/05/2025 00:00;84
438624;1046;928;2;22090765;912;TAB AUTOS - WL 912/913;AUTOMOVEIS;56000;56000;3558;CREDITO AUTO 56;28/05/2025;28/05/2025;28/05/2025;29/05/2025;GO;ANDAMENTO;30/09/2025;003332;20000772000130;MGSSILVA CONSULTORIA E SERVICOS ;3332;MGSSILVA CONSULTORIA - GFT;18;SANDRO;1;0;0;846,85;65,97;767,22;13,66;0;0;30/09/2025 00:00;E00;;;;;;;;;PARCELAS EM ATRASO;30/09/2025 00:00;65,97;13,66;0;767,2;0;22;2;GFT FILIAL-REPRESENTANTE;30/05/2025 00:00;82
438938;903;152;1;22091023;943;TAB 1 SERVIÇO - WL;SERVIÇOS;50000;50000;9068;SERVIÇOS 50;29/05/2025;29/05/2025;29/05/2025;29/05/2025;CE;ANDAMENTO;01/12/2025;003324;55098945000180;LIFEBANK INSTITUICAO DE PAG LTDA*VENDA 1;3208;LIFEBANK - GFT;18;SANDRO;3;0;0;1073,74;947,65;61;43,1;21,99;0;01/12/2025 00:00;E00;;;;;;;;;PARCELAS EM ATRASO;01/12/2025 00:00;715,8;129,3;0;2310;65,97;17;5;GFT - REPRESENTANTE VENDA;30/05/2025 00:00;58
438988;1044;1428;2;22091073;928;TAB AUTOS REDUZ - WL 928;AUTOMOVEIS;104000;104000;3528;CREDITO AUTO 100;29/05/2025;29/05/2025;29/05/2025;29/05/2025;RO;ANDAMENTO;31/10/2025;003386;49552580000119;CAPITAL PRIME CORRETORA CONSORCIOS LTDA;3386;CAPITAL PRIME;18;SANDRO;2;0;0;811,7;102,3;683,4;26;0;0;31/10/2025 00:00;E00;;;;;;;;;PARCELAS EM ATRASO;31/10/2025 00:00;204,6;52;0;1366,8;0;21;2;GFT FILIAL-REPRESENTANTE;30/05/2025 00:00;77
442072;1028;7064;0;22093823;689;TAB AUTO WL RED FUNCIONARIO;AUTOMOVEIS;127117,18;127117,18;1899;CRÉDITO AUTO 100;13/06/2025;13/06/2025;13/06/2025;13/06/2025;RN;ANDAMENTO;;003044;17278571000195;GFT PROMOTORA DE VENDAS LTDA;3044;GFT PROMOTORA - GFT;18;SANDRO;8;;;;;;;;;20/01/2026 00:00;N00;23/06/2025;0;0;SO;Sorteio;NÃO;0;127117,18;;;18399,6;423,82;14,24;4067,85;415,28;12;2;GFT - WHITE LABEL;16/06/2025 00:00;48
444223;1046;1844;1;22095765;912;TAB AUTOS - WL 912/913;AUTOMOVEIS;40000;40000;3550;CREDITO AUTO 40;26/06/2025;26/06/2025;26/06/2025;26/06/2025;RO;ANDAMENTO;31/10/2025;003386;49552580000119;CAPITAL PRIME CORRETORA CONSORCIOS LTDA;3386;CAPITAL PRIME;18;SANDRO;1;0;0;649,81;54,48;554,68;10;30,65;0;31/10/2025 00:00;E00;;;;;;;;;PARCELAS EM ATRASO;31/10/2025 00:00;53,81;9,76;0;541,31;30,65;22;2;GFT FILIAL-REPRESENTANTE;27/06/2025 00:00;81
450028;1047;880;0;22100808;912;TAB AUTOS - WL 912/913;AUTOMOVEIS;40000;40000;3571;CREDITO AUTO 40;24/07/2025;24/07/2025;24/07/2025;24/07/2025;PE;ANDAMENTO;;003207;33358916000177;KR1 CONSULTORIA E CORRETORA DE SEGUROS ;3207;KR1 CONSULT - GFT;18;SANDRO;6;;;;;;;;;15/01/2026 00:00;N00;;;;;;;;;;;239,8;57,85;1,8;3288,57;183,9;22;2;GFT - REPRESENTANTE;25/07/2025 00:00;83
427967;903;64;1;22081126;943;TAB 1 SERVIÇO - WL;SERVIÇOS;25000;25000;9063;SERVIÇOS 25;28/03/2025;28/03/2025;28/03/2025;01/04/2025;CE;ANDAMENTO;31/07/2025;003045;17278571000195;GFT PROMOTORA DE VENDAS LTDA -VENDAS;3044;GFT PROMOTORA - GFT;18;SANDRO;1;0;0;519,33;102,5;385;20,83;11;0;31/07/2025 00:00;E00;;;;;;;;;PARCELAS EM ATRASO;31/07/2025 00:00;102,5;20,82;0;385;11;17;5;GFT - WHITE LABEL;02/04/2025 00:00;60
428025;903;93;1;22081184;943;TAB 1 SERVIÇO - WL;SERVIÇOS;25000;25000;9063;SERVIÇOS 25;28/03/2025;28/03/2025;28/03/2025;01/04/2025;AM;ANDAMENTO;31/07/2025;003044;17278571000195;GFT PROMOTORA DE VENDAS LTDA;3044;GFT PROMOTORA - GFT;18;SANDRO;1;0;0;519,33;102,5;385;20,83;11;0;31/07/2025 00:00;E00;;;;;;;;;PARCELAS EM ATRASO;31/07/2025 00:00;102,5;20,82;0;385;11;17;5;GFT - WHITE LABEL;02/04/2025 00:00;60
432699;1043;37;2;22085300;928;TAB AUTOS REDUZ - WL 928;AUTOMOVEIS;71760;71760;3466;CREDITO AUTO 69;24/04/2025;24/04/2025;24/04/2025;28/04/2025;PI;ANDAMENTO;31/10/2025;003208;55098945000180;LIFEBANK INSTITUICAO DE PAGAMENTOS LTDA;3208;LIFEBANK - GFT;18;SANDRO;3;0;0;621,95;80,87;490,39;18,87;31,82;0;31/10/2025 00:00;E00;;;;;;;;;PARCELAS EM ATRASO;31/10/2025 00:00;233,26;54,44;3,59;1414,45;91,8;21;2;GFT - REPRESENTANTE;29/04/2025 00:00;76
432706;610;2468;1;22085306;946;TAB IMOVEL L REDUZ ;IMOVEIS ;164666,88;164666,87;3380;CRÉDITO IMÓVEL 150;24/04/2025;24/04/2025;24/04/2025;28/04/2025;PI;ANDAMENTO;30/09/2025;003208;55098945000180;LIFEBANK INSTITUICAO DE PAGAMENTOS LTDA;3208;LIFEBANK - GFT;18;SANDRO;2;0;0;599,4;71,26;441,4;16,99;69,75;0;30/09/2025 00:00;E00;;;;;;;;;PARCELAS EM ATRASO;30/09/2025 00:00;142,35;33,94;9,69;879,89;139,5;21;2;GFT - REPRESENTANTE;29/04/2025 00:00;186
435064;1038;1060;5;22087475;689;TAB AUTO WL RED FUNCIONARIO;AUTOMOVEIS;54793,76;54793,76;3271;CREDITO AUTO 50;08/05/2025;08/05/2025;08/05/2025;09/05/2025;CE;ANDAMENTO;30/09/2025;003075;17278571000195;GFT PROMOTORA DE VENDAS LTDA - DILSON;3044;GFT PROMOTORA - GFT;18;SANDRO;2;0;0;496,86;238,79;219,17;16,38;22,52;0;30/09/2025 00:00;E00;;;;;;;;;PARCELAS EM ATRASO;30/09/2025 00:00;454,28;31,16;0,45;416,96;42,84;12;2;GFT - WHITE LABEL;12/05/2025 00:00;67
435887;903;111;0;22088234;943;TAB 1 SERVIÇO - WL;SERVIÇOS;50000;50000;9068;SERVIÇOS 50;12/05/2025;12/05/2025;12/05/2025;13/05/2025;PE;ANDAMENTO;;003117;12345678909;GFT PROMOTORA DE VENDAS LTDA 30;3044;GFT PROMOTORA - GFT;18;SANDRO;8;1;123;1055,89;221,55;770;42,35;21,99;0;23/12/2025 00:00;NN1;;;;;;;;;;;3862,67;338,82;0,69;4069,58;175,92;17;5;GFT - VENDA;14/05/2025 00:00;59
436534;1029;68;6;22088845;912;TAB AUTOS - WL 912/913;AUTOMOVEIS;30299,46;30299,46;1925;CRÉDITO AUTO 25;15/05/2025;15/05/2025;15/05/2025;15/05/2025;SE;ANDAMENTO;29/08/2025;003266;30355813000165;TL NEGOCIOS E SERVICOS LTDA vendas20;3177;TL NEG E SERV LTDA - GFT;18;SANDRO;1;0;0;755,76;275,38;446,69;12,36;21,33;0;29/08/2025 00:00;E00;;;;;;;;;PARCELAS EM ATRASO;29/08/2025 00:00;275,38;12,36;0;446,69;21,33;17;2;GFT FILIAL - VENDA;16/05/2025 00:00;47
